national,south,north,east,central,west,timestamp
53,64,57,57,64,55,2018-04-27T17:00:00+08:00
53,63,57,56,63,54,2018-04-27T18:00:00+08:00
53,62,56,56,62,54,2018-04-27T19:00:00+08:00
53,62,56,56,62,54,2018-04-27T20:00:00+08:00
53,61,56,56,61,54,2018-04-27T21:00:00+08:00
53,61,56,56,61,54,2018-04-27T22:00:00+08:00
53,61,56,56,61,54,2018-04-27T23:00:00+08:00
53,61,56,57,61,54,2018-04-28T01:00:00+08:00
53,60,56,57,60,54,2018-04-28T02:00:00+08:00
53,60,56,57,60,55,2018-04-28T03:00:00+08:00
54,59,57,57,59,54,2018-04-28T04:00:00+08:00
54,59,57,58,59,54,2018-04-28T05:00:00+08:00
54,58,58,58,58,54,2018-04-28T06:00:00+08:00
53,59,58,59,58,54,2018-04-28T07:00:00+08:00
53,60,59,60,58,54,2018-04-28T08:00:00+08:00
53,62,59,62,57,55,2018-04-28T09:00:00+08:00
53,62,59,62,57,55,2018-04-28T10:00:00+08:00
52,61,59,61,57,54,2018-04-28T11:00:00+08:00
51,61,59,61,57,54,2018-04-28T12:00:00+08:00
51,61,58,61,56,54,2018-04-28T13:00:00+08:00
51,61,58,61,55,54,2018-04-28T14:00:00+08:00
50,61,57,61,55,54,2018-04-28T15:00:00+08:00
51,61,56,61,54,54,2018-04-28T16:00:00+08:00
51,61,57,61,54,54,2018-04-28T17:00:00+08:00
52,62,57,62,55,54,2018-04-28T18:00:00+08:00
52,63,58,63,55,54,2018-04-28T19:00:00+08:00
52,63,58,63,56,55,2018-04-28T20:00:00+08:00
52,63,59,63,56,55,2018-04-28T21:00:00+08:00
51,63,59,63,57,55,2018-04-28T22:00:00+08:00
52,63,60,63,57,56,2018-04-28T23:00:00+08:00
52,63,59,63,56,58,2018-04-29T01:00:00+08:00
53,63,59,63,55,59,2018-04-29T02:00:00+08:00
54,63,59,63,55,60,2018-04-29T03:00:00+08:00
55,62,58,62,55,60,2018-04-29T04:00:00+08:00
56,61,57,61,55,61,2018-04-29T05:00:00+08:00
57,62,56,61,55,62,2018-04-29T06:00:00+08:00
58,62,56,60,55,62,2018-04-29T07:00:00+08:00
59,62,55,60,55,62,2018-04-29T08:00:00+08:00
59,62,54,59,55,62,2018-04-29T09:00:00+08:00
60,63,53,58,55,63,2018-04-29T10:00:00+08:00
60,63,53,57,54,63,2018-04-29T11:00:00+08:00
59,62,52,57,53,62,2018-04-29T12:00:00+08:00
59,62,52,57,53,62,2018-04-29T13:00:00+08:00
59,62,51,56,53,62,2018-04-29T14:00:00+08:00
59,61,51,56,54,61,2018-04-29T15:00:00+08:00
59,61,51,56,53,61,2018-04-29T16:00:00+08:00
58,61,48,55,52,61,2018-04-29T17:00:00+08:00
58,61,47,54,53,61,2018-04-29T18:00:00+08:00
58,61,47,54,52,61,2018-04-29T19:00:00+08:00
58,61,44,54,52,61,2018-04-29T20:00:00+08:00
58,60,41,54,51,60,2018-04-29T21:00:00+08:00
57,60,39,53,50,60,2018-04-29T22:00:00+08:00
57,59,38,53,51,59,2018-04-29T23:00:00+08:00
56,56,35,52,50,56,2018-04-30T01:00:00+08:00
55,55,34,51,49,55,2018-04-30T02:00:00+08:00
53,53,32,49,49,53,2018-04-30T03:00:00+08:00
52,52,32,50,49,52,2018-04-30T04:00:00+08:00
49,49,31,48,48,49,2018-04-30T05:00:00+08:00
46,48,31,45,48,45,2018-04-30T06:00:00+08:00
44,47,31,43,47,42,2018-04-30T07:00:00+08:00
39,47,31,42,47,40,2018-04-30T08:00:00+08:00
37,46,31,40,46,34,2018-04-30T09:00:00+08:00
35,46,31,40,46,31,2018-04-30T10:00:00+08:00
36,46,32,43,46,31,2018-04-30T11:00:00+08:00
37,46,33,46,45,32,2018-04-30T12:00:00+08:00
35,46,33,46,46,33,2018-04-30T13:00:00+08:00
35,46,35,46,45,34,2018-04-30T14:00:00+08:00
33,48,35,48,45,35,2018-04-30T15:00:00+08:00
32,48,35,48,44,35,2018-04-30T16:00:00+08:00
33,49,35,49,43,35,2018-04-30T17:00:00+08:00
34,50,36,50,42,36,2018-04-30T18:00:00+08:00
34,49,37,49,45,38,2018-04-30T19:00:00+08:00
36,48,38,48,47,41,2018-04-30T20:00:00+08:00
39,51,39,51,48,41,2018-04-30T21:00:00+08:00
41,52,40,52,50,42,2018-04-30T22:00:00+08:00
44,51,40,51,49,44,2018-04-30T23:00:00+08:00
51,52,44,52,51,49,2018-05-01T01:00:00+08:00
52,53,45,53,51,51,2018-05-01T02:00:00+08:00
52,53,46,53,53,52,2018-05-01T03:00:00+08:00
53,54,45,53,54,53,2018-05-01T04:00:00+08:00
53,55,46,54,55,53,2018-05-01T05:00:00+08:00
53,55,47,54,55,54,2018-05-01T06:00:00+08:00
54,55,48,54,55,54,2018-05-01T07:00:00+08:00
54,55,49,54,55,55,2018-05-01T08:00:00+08:00
54,56,49,54,56,56,2018-05-01T09:00:00+08:00
54,56,50,55,56,56,2018-05-01T10:00:00+08:00
54,57,51,55,57,56,2018-05-01T11:00:00+08:00
54,57,49,54,57,57,2018-05-01T12:00:00+08:00
54,56,49,53,56,56,2018-05-01T13:00:00+08:00
54,57,49,53,57,56,2018-05-01T14:00:00+08:00
54,57,48,53,57,56,2018-05-01T15:00:00+08:00
54,56,46,52,56,56,2018-05-01T16:00:00+08:00
54,57,45,53,57,56,2018-05-01T17:00:00+08:00
54,57,43,53,57,56,2018-05-01T18:00:00+08:00
53,56,41,54,56,56,2018-05-01T19:00:00+08:00
53,56,41,54,56,56,2018-05-01T20:00:00+08:00
53,56,41,54,55,56,2018-05-01T21:00:00+08:00
52,56,41,54,55,56,2018-05-01T22:00:00+08:00
52,56,42,54,56,56,2018-05-01T23:00:00+08:00
49,56,46,55,56,56,2018-05-02T01:00:00+08:00
48,57,48,55,57,56,2018-05-02T02:00:00+08:00
48,57,51,55,57,56,2018-05-02T03:00:00+08:00
47,57,52,56,57,56,2018-05-02T04:00:00+08:00
45,57,53,57,57,56,2018-05-02T05:00:00+08:00
44,58,53,58,57,55,2018-05-02T06:00:00+08:00
43,58,54,58,58,55,2018-05-02T07:00:00+08:00
44,58,54,58,58,55,2018-05-02T08:00:00+08:00
44,58,55,58,58,54,2018-05-02T09:00:00+08:00
47,58,55,58,58,54,2018-05-02T10:00:00+08:00
48,57,55,57,57,54,2018-05-02T11:00:00+08:00
50,58,56,58,57,54,2018-05-02T12:00:00+08:00
51,58,56,58,57,55,2018-05-02T13:00:00+08:00
50,58,56,58,57,55,2018-05-02T14:00:00+08:00
50,58,55,58,58,56,2018-05-02T15:00:00+08:00
52,58,56,58,58,56,2018-05-02T16:00:00+08:00
53,59,56,59,59,56,2018-05-02T17:00:00+08:00
53,59,57,59,59,55,2018-05-02T18:00:00+08:00
53,59,57,59,59,55,2018-05-02T19:00:00+08:00
53,60,57,59,60,55,2018-05-02T20:00:00+08:00
53,61,58,58,61,56,2018-05-02T21:00:00+08:00
54,62,58,59,62,56,2018-05-02T22:00:00+08:00
55,61,59,60,61,56,2018-05-02T23:00:00+08:00
56,62,59,60,62,58,2018-05-03T01:00:00+08:00
56,62,59,60,62,59,2018-05-03T02:00:00+08:00
57,62,59,60,62,60,2018-05-03T03:00:00+08:00
58,62,59,61,62,61,2018-05-03T04:00:00+08:00
59,62,59,61,62,62,2018-05-03T05:00:00+08:00
60,64,60,61,62,64,2018-05-03T06:00:00+08:00
61,65,60,61,63,65,2018-05-03T07:00:00+08:00
63,66,60,61,63,66,2018-05-03T08:00:00+08:00
63,68,61,61,63,68,2018-05-03T09:00:00+08:00
63,69,61,61,64,69,2018-05-03T10:00:00+08:00
63,69,61,61,65,69,2018-05-03T11:00:00+08:00
64,69,61,62,65,69,2018-05-03T12:00:00+08:00
64,68,61,62,65,68,2018-05-03T13:00:00+08:00
65,68,62,62,66,68,2018-05-03T14:00:00+08:00
66,68,62,63,66,68,2018-05-03T15:00:00+08:00
65,68,63,63,66,68,2018-05-03T16:00:00+08:00
65,68,63,63,67,68,2018-05-03T17:00:00+08:00
65,68,64,63,67,68,2018-05-03T18:00:00+08:00
65,68,63,62,66,68,2018-05-03T19:00:00+08:00
65,67,63,61,65,67,2018-05-03T20:00:00+08:00
65,67,63,62,64,67,2018-05-03T21:00:00+08:00
64,67,62,61,64,67,2018-05-03T22:00:00+08:00
64,67,62,60,64,67,2018-05-03T23:00:00+08:00
63,66,62,60,64,66,2018-05-04T01:00:00+08:00
62,65,62,61,64,65,2018-05-04T02:00:00+08:00
62,65,62,61,65,65,2018-05-04T03:00:00+08:00
62,65,62,60,65,65,2018-05-04T04:00:00+08:00
62,65,61,60,64,65,2018-05-04T05:00:00+08:00
61,65,61,59,64,65,2018-05-04T06:00:00+08:00
61,65,61,60,64,65,2018-05-04T07:00:00+08:00
60,66,61,61,64,66,2018-05-04T08:00:00+08:00
61,67,62,62,64,67,2018-05-04T09:00:00+08:00
61,67,63,64,65,67,2018-05-04T10:00:00+08:00
61,68,63,64,65,68,2018-05-04T11:00:00+08:00
61,68,63,64,66,68,2018-05-04T12:00:00+08:00
61,69,64,64,66,69,2018-05-04T13:00:00+08:00
60,69,64,64,65,69,2018-05-04T14:00:00+08:00
60,70,64,64,65,70,2018-05-04T15:00:00+08:00
60,70,63,64,65,70,2018-05-04T16:00:00+08:00
60,70,63,64,65,70,2018-05-04T17:00:00+08:00
60,71,63,64,66,71,2018-05-04T18:00:00+08:00
60,71,63,65,67,71,2018-05-04T19:00:00+08:00
60,72,64,65,66,72,2018-05-04T20:00:00+08:00
60,72,63,65,67,72,2018-05-04T21:00:00+08:00
60,72,63,65,67,72,2018-05-04T22:00:00+08:00
60,71,63,64,66,71,2018-05-04T23:00:00+08:00
58,70,62,63,65,70,2018-05-05T01:00:00+08:00
58,69,61,63,64,69,2018-05-05T02:00:00+08:00
57,68,60,62,64,68,2018-05-05T03:00:00+08:00
57,67,60,63,64,67,2018-05-05T04:00:00+08:00
56,66,59,62,64,66,2018-05-05T05:00:00+08:00
56,65,58,62,63,65,2018-05-05T06:00:00+08:00
55,64,57,62,63,64,2018-05-05T07:00:00+08:00
53,63,56,61,63,63,2018-05-05T08:00:00+08:00
52,62,55,59,62,62,2018-05-05T09:00:00+08:00
51,61,53,58,61,60,2018-05-05T10:00:00+08:00
50,60,52,58,60,60,2018-05-05T11:00:00+08:00
48,59,52,58,59,59,2018-05-05T12:00:00+08:00
46,59,51,58,58,59,2018-05-05T13:00:00+08:00
46,59,48,57,58,59,2018-05-05T14:00:00+08:00
45,58,47,57,58,58,2018-05-05T15:00:00+08:00
44,58,46,57,58,58,2018-05-05T16:00:00+08:00
44,58,46,56,58,58,2018-05-05T17:00:00+08:00
43,58,45,56,57,58,2018-05-05T18:00:00+08:00
44,59,44,55,56,59,2018-05-05T19:00:00+08:00
45,59,44,56,56,59,2018-05-05T20:00:00+08:00
47,59,45,57,56,59,2018-05-05T21:00:00+08:00
49,59,44,57,57,59,2018-05-05T22:00:00+08:00
52,60,44,58,57,60,2018-05-05T23:00:00+08:00
54,61,47,57,57,61,2018-05-06T01:00:00+08:00
56,63,48,58,57,63,2018-05-06T02:00:00+08:00
57,65,47,58,57,65,2018-05-06T03:00:00+08:00
59,67,47,58,57,67,2018-05-06T04:00:00+08:00
60,68,49,57,56,68,2018-05-06T05:00:00+08:00
59,69,51,57,56,69,2018-05-06T06:00:00+08:00
60,70,52,57,56,70,2018-05-06T07:00:00+08:00
61,71,52,57,56,71,2018-05-06T08:00:00+08:00
61,72,52,57,57,72,2018-05-06T09:00:00+08:00
62,71,52,57,57,71,2018-05-06T10:00:00+08:00
62,71,52,57,57,71,2018-05-06T11:00:00+08:00
62,71,52,57,57,71,2018-05-06T12:00:00+08:00
62,71,52,57,57,71,2018-05-06T13:00:00+08:00
62,71,52,58,57,71,2018-05-06T14:00:00+08:00
62,71,52,57,57,71,2018-05-06T15:00:00+08:00
61,71,53,57,57,71,2018-05-06T16:00:00+08:00
61,71,53,58,57,71,2018-05-06T17:00:00+08:00
61,70,53,58,57,70,2018-05-06T18:00:00+08:00
61,70,53,58,58,70,2018-05-06T19:00:00+08:00
61,69,53,58,58,69,2018-05-06T20:00:00+08:00
60,69,52,57,57,69,2018-05-06T21:00:00+08:00
60,68,52,57,57,68,2018-05-06T22:00:00+08:00
59,68,52,57,57,68,2018-05-06T23:00:00+08:00
58,67,52,57,56,67,2018-05-07T01:00:00+08:00
56,67,53,56,57,67,2018-05-07T02:00:00+08:00
55,66,54,56,58,66,2018-05-07T03:00:00+08:00
54,65,55,56,58,65,2018-05-07T04:00:00+08:00
53,63,55,56,59,63,2018-05-07T05:00:00+08:00
53,62,55,57,60,62,2018-05-07T06:00:00+08:00
54,61,56,57,60,61,2018-05-07T07:00:00+08:00
54,61,56,58,60,61,2018-05-07T08:00:00+08:00
54,61,57,59,61,60,2018-05-07T09:00:00+08:00
54,61,57,59,61,61,2018-05-07T10:00:00+08:00
54,61,57,59,61,61,2018-05-07T11:00:00+08:00
55,61,57,59,61,61,2018-05-07T12:00:00+08:00
55,61,58,59,61,61,2018-05-07T13:00:00+08:00
55,61,58,59,61,61,2018-05-07T14:00:00+08:00
55,61,58,59,60,61,2018-05-07T15:00:00+08:00
55,62,58,59,61,62,2018-05-07T16:00:00+08:00
55,62,58,59,61,62,2018-05-07T17:00:00+08:00
55,62,58,59,61,62,2018-05-07T18:00:00+08:00
55,62,59,60,61,62,2018-05-07T19:00:00+08:00
55,62,59,60,61,62,2018-05-07T20:00:00+08:00
55,62,59,60,61,62,2018-05-07T21:00:00+08:00
55,62,59,61,61,62,2018-05-07T22:00:00+08:00
55,61,59,60,61,61,2018-05-07T23:00:00+08:00
55,61,59,59,61,60,2018-05-08T01:00:00+08:00
55,60,58,58,60,59,2018-05-08T02:00:00+08:00
54,59,57,58,59,59,2018-05-08T03:00:00+08:00
54,59,56,57,59,58,2018-05-08T04:00:00+08:00
54,58,55,57,58,58,2018-05-08T05:00:00+08:00
54,57,54,55,57,57,2018-05-08T06:00:00+08:00
54,57,54,54,57,57,2018-05-08T07:00:00+08:00
53,56,53,54,56,56,2018-05-08T08:00:00+08:00
54,56,52,53,55,56,2018-05-08T09:00:00+08:00
54,55,52,52,55,55,2018-05-08T10:00:00+08:00
54,55,52,53,55,54,2018-05-08T11:00:00+08:00
53,55,52,52,55,54,2018-05-08T12:00:00+08:00
54,55,52,53,55,54,2018-05-08T13:00:00+08:00
54,55,52,53,55,54,2018-05-08T14:00:00+08:00
54,56,52,52,56,54,2018-05-08T15:00:00+08:00
54,55,52,52,55,54,2018-05-08T16:00:00+08:00
54,55,52,52,55,54,2018-05-08T17:00:00+08:00
54,56,52,51,56,54,2018-05-08T18:00:00+08:00
54,55,51,51,55,54,2018-05-08T19:00:00+08:00
53,55,51,52,55,54,2018-05-08T20:00:00+08:00
53,56,51,51,56,54,2018-05-08T21:00:00+08:00
53,55,50,50,55,54,2018-05-08T22:00:00+08:00
53,55,51,51,55,53,2018-05-08T23:00:00+08:00
53,55,51,52,55,53,2018-05-09T01:00:00+08:00
53,55,51,52,55,53,2018-05-09T02:00:00+08:00
53,55,50,53,55,53,2018-05-09T03:00:00+08:00
53,55,50,53,55,53,2018-05-09T04:00:00+08:00
52,54,50,53,54,53,2018-05-09T05:00:00+08:00
52,54,50,53,54,52,2018-05-09T06:00:00+08:00
49,54,49,53,54,52,2018-05-09T07:00:00+08:00
46,53,48,52,53,51,2018-05-09T08:00:00+08:00
43,53,48,52,53,49,2018-05-09T09:00:00+08:00
40,53,48,52,53,47,2018-05-09T10:00:00+08:00
40,53,47,52,53,46,2018-05-09T11:00:00+08:00
40,53,46,52,53,46,2018-05-09T12:00:00+08:00
38,52,45,52,52,46,2018-05-09T13:00:00+08:00
38,52,44,52,52,46,2018-05-09T14:00:00+08:00
36,52,44,52,51,45,2018-05-09T15:00:00+08:00
36,52,44,52,51,43,2018-05-09T16:00:00+08:00
35,52,43,51,52,42,2018-05-09T17:00:00+08:00
33,51,43,51,51,40,2018-05-09T18:00:00+08:00
33,49,42,49,49,40,2018-05-09T19:00:00+08:00
34,48,43,46,48,39,2018-05-09T20:00:00+08:00
34,46,42,45,46,38,2018-05-09T21:00:00+08:00
33,45,42,44,45,36,2018-05-09T22:00:00+08:00
33,46,41,43,46,36,2018-05-09T23:00:00+08:00
31,44,40,40,44,37,2018-05-10T01:00:00+08:00
30,43,40,41,43,37,2018-05-10T02:00:00+08:00
31,43,39,40,43,37,2018-05-10T03:00:00+08:00
30,41,39,39,41,36,2018-05-10T04:00:00+08:00
30,41,39,39,41,38,2018-05-10T05:00:00+08:00
30,42,38,38,42,39,2018-05-10T06:00:00+08:00
30,42,38,38,42,40,2018-05-10T07:00:00+08:00
30,43,38,39,43,42,2018-05-10T08:00:00+08:00
30,43,38,40,43,43,2018-05-10T09:00:00+08:00
31,44,37,40,43,44,2018-05-10T10:00:00+08:00
30,44,36,40,43,44,2018-05-10T11:00:00+08:00
29,45,36,39,43,45,2018-05-10T12:00:00+08:00
30,44,36,39,43,44,2018-05-10T13:00:00+08:00
32,43,36,38,43,43,2018-05-10T14:00:00+08:00
32,45,36,40,42,45,2018-05-10T15:00:00+08:00
32,45,36,41,41,45,2018-05-10T16:00:00+08:00
32,45,37,42,42,45,2018-05-10T17:00:00+08:00
32,44,35,41,42,44,2018-05-10T18:00:00+08:00
32,44,35,43,43,44,2018-05-10T19:00:00+08:00
32,45,35,43,45,44,2018-05-10T20:00:00+08:00
33,46,35,43,46,45,2018-05-10T21:00:00+08:00
34,46,35,44,46,46,2018-05-10T22:00:00+08:00
34,46,35,43,45,46,2018-05-10T23:00:00+08:00
36,47,34,44,45,47,2018-05-11T01:00:00+08:00
35,48,33,42,46,48,2018-05-11T02:00:00+08:00
35,51,33,41,45,51,2018-05-11T03:00:00+08:00
35,51,33,40,46,51,2018-05-11T04:00:00+08:00
35,51,33,41,47,51,2018-05-11T05:00:00+08:00
36,51,33,41,46,51,2018-05-11T06:00:00+08:00
36,51,32,44,45,51,2018-05-11T07:00:00+08:00
36,51,33,44,45,51,2018-05-11T08:00:00+08:00
37,51,33,43,44,51,2018-05-11T09:00:00+08:00
36,52,33,43,45,52,2018-05-11T10:00:00+08:00
37,52,34,42,44,52,2018-05-11T11:00:00+08:00
37,52,34,43,47,52,2018-05-11T12:00:00+08:00
37,52,35,45,46,52,2018-05-11T13:00:00+08:00
36,52,36,47,45,52,2018-05-11T14:00:00+08:00
36,52,35,45,48,52,2018-05-11T15:00:00+08:00
37,52,35,44,49,52,2018-05-11T16:00:00+08:00
37,52,35,47,47,52,2018-05-11T17:00:00+08:00
37,52,36,50,47,52,2018-05-11T18:00:00+08:00
37,53,36,48,48,53,2018-05-11T19:00:00+08:00
36,54,36,49,47,54,2018-05-11T20:00:00+08:00
35,54,37,49,47,54,2018-05-11T21:00:00+08:00
34,54,37,47,48,54,2018-05-11T22:00:00+08:00
34,54,37,48,47,54,2018-05-11T23:00:00+08:00
34,55,36,49,47,55,2018-05-12T01:00:00+08:00
36,55,36,49,47,55,2018-05-12T02:00:00+08:00
36,56,36,50,47,56,2018-05-12T03:00:00+08:00
37,56,37,49,48,56,2018-05-12T04:00:00+08:00
38,56,36,48,47,56,2018-05-12T05:00:00+08:00
39,56,36,48,47,56,2018-05-12T06:00:00+08:00
39,56,36,46,47,56,2018-05-12T07:00:00+08:00
40,56,36,47,48,56,2018-05-12T08:00:00+08:00
39,56,37,46,48,56,2018-05-12T09:00:00+08:00
39,56,38,46,48,56,2018-05-12T10:00:00+08:00
39,56,37,46,50,56,2018-05-12T11:00:00+08:00
39,56,37,46,49,56,2018-05-12T12:00:00+08:00
39,56,36,46,50,56,2018-05-12T13:00:00+08:00
39,56,35,45,49,56,2018-05-12T14:00:00+08:00
39,56,36,45,47,56,2018-05-12T15:00:00+08:00
38,56,36,45,44,56,2018-05-12T16:00:00+08:00
38,56,36,43,47,56,2018-05-12T17:00:00+08:00
39,56,36,40,48,56,2018-05-12T18:00:00+08:00
39,55,36,43,49,55,2018-05-12T19:00:00+08:00
39,54,36,44,48,54,2018-05-12T20:00:00+08:00
39,54,35,44,47,54,2018-05-12T21:00:00+08:00
38,54,34,46,46,54,2018-05-12T22:00:00+08:00
38,54,36,46,46,54,2018-05-12T23:00:00+08:00
39,53,37,45,46,53,2018-05-13T01:00:00+08:00
37,52,37,44,45,52,2018-05-13T02:00:00+08:00
36,51,38,44,46,51,2018-05-13T03:00:00+08:00
36,47,38,44,46,47,2018-05-13T04:00:00+08:00
37,48,38,44,46,48,2018-05-13T05:00:00+08:00
38,48,38,43,45,48,2018-05-13T06:00:00+08:00
38,49,38,42,45,49,2018-05-13T07:00:00+08:00
40,51,37,41,45,51,2018-05-13T08:00:00+08:00
41,52,37,41,46,52,2018-05-13T09:00:00+08:00
40,52,36,41,45,52,2018-05-13T10:00:00+08:00
38,52,36,41,45,52,2018-05-13T11:00:00+08:00
37,52,36,41,44,52,2018-05-13T12:00:00+08:00
38,51,36,41,44,51,2018-05-13T13:00:00+08:00
38,51,35,41,44,51,2018-05-13T14:00:00+08:00
37,51,35,41,44,51,2018-05-13T15:00:00+08:00
39,51,35,41,46,51,2018-05-13T16:00:00+08:00
40,51,35,42,43,51,2018-05-13T17:00:00+08:00
41,51,36,42,40,51,2018-05-13T18:00:00+08:00
40,51,35,40,39,51,2018-05-13T19:00:00+08:00
41,52,34,39,40,52,2018-05-13T20:00:00+08:00
41,51,33,40,42,51,2018-05-13T21:00:00+08:00
42,51,33,40,42,51,2018-05-13T22:00:00+08:00
42,51,32,39,42,51,2018-05-13T23:00:00+08:00
41,49,30,40,42,49,2018-05-14T01:00:00+08:00
42,49,30,41,43,49,2018-05-14T02:00:00+08:00
42,49,30,42,42,49,2018-05-14T03:00:00+08:00
42,50,30,43,42,50,2018-05-14T04:00:00+08:00
41,49,31,44,43,49,2018-05-14T05:00:00+08:00
39,48,31,44,44,48,2018-05-14T06:00:00+08:00
40,48,31,44,44,48,2018-05-14T07:00:00+08:00
38,45,30,45,43,44,2018-05-14T08:00:00+08:00
37,45,30,45,43,40,2018-05-14T09:00:00+08:00
38,46,31,46,44,38,2018-05-14T10:00:00+08:00
40,44,31,44,44,37,2018-05-14T11:00:00+08:00
41,45,32,43,45,39,2018-05-14T12:00:00+08:00
41,46,33,44,46,41,2018-05-14T13:00:00+08:00
42,45,34,44,45,41,2018-05-14T14:00:00+08:00
43,47,34,43,47,41,2018-05-14T15:00:00+08:00
42,47,34,44,47,41,2018-05-14T16:00:00+08:00
42,48,34,44,48,42,2018-05-14T17:00:00+08:00
42,49,34,45,49,42,2018-05-14T18:00:00+08:00
43,51,35,46,51,43,2018-05-14T19:00:00+08:00
42,50,37,47,50,43,2018-05-14T20:00:00+08:00
42,51,37,47,51,44,2018-05-14T21:00:00+08:00
42,51,37,47,51,43,2018-05-14T22:00:00+08:00
42,51,37,48,51,43,2018-05-14T23:00:00+08:00
42,50,37,47,50,45,2018-05-15T01:00:00+08:00
43,49,37,46,49,45,2018-05-15T02:00:00+08:00
43,49,37,45,49,44,2018-05-15T03:00:00+08:00
43,49,37,45,49,44,2018-05-15T04:00:00+08:00
43,47,36,45,47,42,2018-05-15T05:00:00+08:00
42,47,36,46,47,41,2018-05-15T06:00:00+08:00
41,48,37,48,47,39,2018-05-15T07:00:00+08:00
41,47,37,47,47,40,2018-05-15T08:00:00+08:00
42,47,37,47,46,42,2018-05-15T09:00:00+08:00
43,45,35,45,44,42,2018-05-15T10:00:00+08:00
41,46,35,46,44,42,2018-05-15T11:00:00+08:00
40,48,34,48,44,41,2018-05-15T12:00:00+08:00
39,47,33,47,45,41,2018-05-15T13:00:00+08:00
36,46,33,46,45,41,2018-05-15T14:00:00+08:00
36,49,34,49,45,42,2018-05-15T15:00:00+08:00
36,48,33,48,44,42,2018-05-15T16:00:00+08:00
36,46,31,46,46,43,2018-05-15T17:00:00+08:00
34,44,30,44,44,43,2018-05-15T18:00:00+08:00
35,43,29,43,42,41,2018-05-15T19:00:00+08:00
36,41,29,41,41,41,2018-05-15T20:00:00+08:00
37,41,29,40,40,41,2018-05-15T21:00:00+08:00
37,41,29,41,40,41,2018-05-15T22:00:00+08:00
38,43,29,43,40,42,2018-05-15T23:00:00+08:00
39,52,32,52,42,49,2018-05-16T01:00:00+08:00
39,52,30,52,43,52,2018-05-16T02:00:00+08:00
39,53,30,52,43,53,2018-05-16T03:00:00+08:00
38,54,30,52,43,54,2018-05-16T04:00:00+08:00
38,54,30,52,43,54,2018-05-16T05:00:00+08:00
38,54,30,51,43,54,2018-05-16T06:00:00+08:00
37,54,29,51,42,54,2018-05-16T07:00:00+08:00
37,54,30,50,42,54,2018-05-16T08:00:00+08:00
36,53,31,50,42,53,2018-05-16T09:00:00+08:00
35,53,32,51,44,53,2018-05-16T10:00:00+08:00
36,53,32,52,43,53,2018-05-16T11:00:00+08:00
36,53,32,51,42,53,2018-05-16T12:00:00+08:00
36,53,32,51,41,53,2018-05-16T13:00:00+08:00
37,52,31,51,41,52,2018-05-16T14:00:00+08:00
36,53,30,48,41,53,2018-05-16T15:00:00+08:00
37,53,32,49,41,53,2018-05-16T16:00:00+08:00
35,53,32,48,38,53,2018-05-16T17:00:00+08:00
35,53,32,47,39,53,2018-05-16T18:00:00+08:00
35,53,32,48,39,53,2018-05-16T19:00:00+08:00
33,53,32,50,40,53,2018-05-16T20:00:00+08:00
31,54,34,52,40,54,2018-05-16T21:00:00+08:00
31,54,34,53,39,54,2018-05-16T22:00:00+08:00
31,55,35,53,40,55,2018-05-16T23:00:00+08:00
34,54,37,52,42,54,2018-05-17T01:00:00+08:00
38,54,40,54,44,54,2018-05-17T02:00:00+08:00
40,55,42,55,47,55,2018-05-17T03:00:00+08:00
43,56,44,56,49,55,2018-05-17T04:00:00+08:00
45,58,48,58,52,57,2018-05-17T05:00:00+08:00
47,58,52,58,53,58,2018-05-17T06:00:00+08:00
49,59,53,59,53,59,2018-05-17T07:00:00+08:00
50,60,54,60,55,60,2018-05-17T08:00:00+08:00
52,62,55,62,56,60,2018-05-17T09:00:00+08:00
52,63,57,63,56,62,2018-05-17T10:00:00+08:00
52,65,58,65,58,63,2018-05-17T11:00:00+08:00
53,65,58,65,59,64,2018-05-17T12:00:00+08:00
53,65,58,65,59,64,2018-05-17T13:00:00+08:00
54,66,58,66,59,65,2018-05-17T14:00:00+08:00
54,66,58,66,60,65,2018-05-17T15:00:00+08:00
54,67,58,67,60,65,2018-05-17T16:00:00+08:00
55,68,58,68,60,66,2018-05-17T17:00:00+08:00
55,69,58,69,61,66,2018-05-17T18:00:00+08:00
55,69,58,69,61,67,2018-05-17T19:00:00+08:00
55,69,58,69,62,67,2018-05-17T20:00:00+08:00
56,68,57,68,62,68,2018-05-17T21:00:00+08:00
57,69,57,67,62,69,2018-05-17T22:00:00+08:00
58,69,57,66,62,69,2018-05-17T23:00:00+08:00
59,69,56,64,61,69,2018-05-18T01:00:00+08:00
59,68,55,62,60,68,2018-05-18T02:00:00+08:00
59,67,55,60,59,67,2018-05-18T03:00:00+08:00
59,66,54,59,59,66,2018-05-18T04:00:00+08:00
60,65,53,57,58,65,2018-05-18T05:00:00+08:00
60,65,52,57,57,65,2018-05-18T06:00:00+08:00
60,64,51,57,57,64,2018-05-18T07:00:00+08:00
60,63,47,57,56,63,2018-05-18T08:00:00+08:00
60,63,43,55,55,63,2018-05-18T09:00:00+08:00
60,61,38,53,54,61,2018-05-18T10:00:00+08:00
60,61,36,52,53,61,2018-05-18T11:00:00+08:00
60,60,35,52,53,60,2018-05-18T12:00:00+08:00
60,60,35,51,52,60,2018-05-18T13:00:00+08:00
59,60,36,51,52,60,2018-05-18T14:00:00+08:00
59,59,36,49,52,59,2018-05-18T15:00:00+08:00
